# Creation date:  11.06.2004
# Author:         Pascal Ballester, ESO/DMD
# Description:    Calibrated intensities of emission sky lines     
#                 in the wavelength domain 0.3-2.6 microns
#
# Table of sky emission lines in the range 0.3-2.5 um.
#
# Concerning the optical lines (in this file: lambda < 0.92 microns)
#------------------------------------------------------------------------ 
# Source: the UVES Sky Emission Atlas (Hanuschik, 2003, A&A, 407,
# 1157)
#
# Concerning the OH lines (in this file: lambda > 0.92 microns)
#--------------------------------------------------------------------
# This file contains most of the OH lines appearing in the sky.
# All the lines belonging to the sequence Delta V=2 to 5, up
# to V'=9 are included. All the levels with the rotational quantum 
# number J equal or inferior to 16.5 have been considered.
# 
# These data have been computed by Philippe Rousselot (Observatory of
# Besancon, France). The calculations are based on the energy levels
# published by Abrams et al. (1994, ApJS, 93, 351) and on the
# transition probabilities published by Mies (1974, J. of Mol. Spec.,
# 53, 150). The upper relative populations have been computed by
# assuming a Boltzmann distribution with a rotational temperature
# equal to 190 K and a vibrational temperature equal to 9000 K. These
# values are approximates and the resulting relative intensities
# should be regarded as indicative. The accuracy of the wavelengths is
# of the order of a few hundredth of Angstroems.
# 
# If you have any questions or comments concerning this list you
# can send an E-mail to philippe@obs-besancon.fr.
#
# If you use this list for your work and puslish it, please refer to:
# Rousselot et al. (2000, A&A, 354, 1134).
#
# Concerning the merged data
#---------------------------
# The OH lines table, initially in relative units proportional to the
# flux of photons, has been scaled to match the UVES spectrum (in units
# of 1e-16*ergs/cm2/s/arcsec2) in the region 0.7-1.0 microns. 
#
# For this purpose, the OH lines intensities have been divided by the
# wavelength to bring them in units relatives to the UVES ones, then
# scaled to obtain a good agreement in the region 0.7-1.0 micron.
#
# Then the values have been converted from 1e-16 ergs/cm2/s/arcsec2
# to photons/s/m2/arcsec2 by multiplying by 1e-16 * 1e-3, then 
# dividing by the photon energy in Joules (1.985e-19/lambda [microns]).  
# (calculations done on the table all-sky-emission.tbl) 
#
#
# Wavelength [um]  Flux [photons/m2/s/arcsec2]
   0.520029   0.09269565
   0.520298   0.01758991
   0.520879   0.00882359
   0.521739   0.00826048
   0.522415   0.01781346
   0.523215   0.00960454
   0.523875   0.02510620
   0.524988   0.00985524
   0.525427   0.00403945
   0.525605   0.01640704
   0.525613   0.01936545
   0.525678   0.00552308
   0.526120   0.01034757
   0.527507   0.00874636
   0.527614   0.00758130
   0.527636   0.00765540
   0.529405   0.00635535
   0.529850   0.00876652
   0.529916   0.00638602
   0.529946   0.00599886
   0.530659   0.00790492
   0.531178   0.00811030
   0.531324   0.01386411
   0.532050   0.00740986
   0.532444   0.00626137
   0.532517   0.00350687
   0.532551   0.00510284
   0.532968   0.00512177
   0.533042   0.03280000
   0.533073   0.00935926
   0.534477   0.00554943
   0.534993   0.00552683
   0.535015   0.00417667
   0.535418   0.00480895
   0.535464   0.00480913
   0.550240   0.00497262
   0.554224   0.01777570
   0.554345   0.00603459
   0.554459   0.01709615
   0.554489   0.00890085
   0.554934   0.00836337
   0.556297   0.00786987
   0.556400   0.03210993
   0.556953   0.01414209
   0.557735   5.83170911
   0.558122   0.01246880
   0.558914   0.03008295
   0.559779   0.01517768
   0.560515   0.04083612
   0.561717   0.01274739
   0.562378   0.02437128
   0.562390   0.01955724
   0.563930   0.01207872
   0.564517   0.01149418
   0.564540   0.01365285
   0.566420   0.02246420
   0.566939   0.00971652
   0.566969   0.00615407
   0.569649   0.00843856
   0.569685   0.00681997
   0.586547   0.03819058
   0.586600   0.02634583
   0.586727   0.01344284
   0.586755   0.04610510
   0.586831   0.02188688
   0.586928   0.01442829
   0.586948   0.01275721
   0.587274   0.02015181
   0.587494   0.00476986
   0.587539   0.00908400
   0.588714   0.01937161
   0.588819   0.09853999
   0.588996   0.53878119
   0.589447   0.04250889
   0.589593   0.31907139
   0.590337   0.01134675
   0.590358   0.00724752
   0.590671   0.02919613
   0.591531   0.08832268
   0.592473   0.04409180
   0.593286   0.11512165
   0.594594   0.03888863
   0.595336   0.06438115
   0.595349   0.07015674
   0.597028   0.02989422
   0.597696   0.03103082
   0.597721   0.03047573
   0.599777   0.02160458
   0.600375   0.01925951
   0.600409   0.01856301
   0.602838   0.01490569
   0.602851   0.00765356
   0.603379   0.01112414
   0.603422   0.01080165
   0.606716   0.00724731
   0.606768   0.00898671
   0.609946   0.00871209
   0.609977   0.00704233
   0.610393   0.00665720
   0.610458   0.00723180
   0.613655   0.00328729
   0.613678   0.01272109
   0.613899   0.01324754
   0.613947   0.02111440
   0.614009   0.00282380
   0.614055   0.00174241
   0.614338   0.01058999
   0.614448   0.02575994
   0.615094   0.01283730
   0.615599   0.00814162
   0.615677   0.01090234
   0.615819   0.01609353
   0.616954   0.01378002
   0.617065   0.05714725
   0.617629   0.02729305
   0.618431   0.02468303
   0.619294   0.02087850
   0.620273   0.05550300
   0.621307   0.02333925
   0.622178   0.06516580
   0.623430   0.06856143
   0.623568   0.04711832
   0.623597   0.09719290
   0.623699   0.02323734
   0.623742   0.03308264
   0.624024   0.03450746
   0.624170   0.03056609
   0.624357   0.02992705
   0.624373   0.03963084
   0.624737   0.01295049
   0.624802   0.01510306
   0.625695   0.02735287
   0.625797   0.18150378
   0.625919   0.01467859
   0.626175   0.01512072
   0.626275   0.01576385
   0.626285   0.00829330
   0.626522   0.07370439
   0.626828   0.01291198
   0.626854   0.01333406
   0.627810   0.03208588
   0.628744   0.15734540
   0.628905   0.00803089
   0.628944   0.00844486
   0.629035   0.00584232
   0.629592   0.00809545
   0.629629   0.00725391
   0.629791   0.06984608
   0.630031   6.88838198
   0.630128   0.04067824
   0.630693   0.22709283
   0.630856   0.00975533
   0.632141   0.06591873
   0.632978   0.11126938
   0.632993   0.13698687
   0.634287   0.00544490
   0.634324   0.00579258
   0.634854   0.04663881
   0.635618   0.06127906
   0.635645   0.05687593
   0.636130   0.00871927
   0.636378   2.29197625
   0.637932   0.03404530
   0.638625   0.03268296
   0.638662   0.03057834
   0.641377   0.01987820
   0.641389   0.01683010
   0.642008   0.01741549
   0.642056   0.01798861
   0.642575   0.00432718
   0.645195   0.00683124
   0.645223   0.00846535
   0.645599   0.00710971
   0.645774   0.01052995
   0.645835   0.01262503
   0.646353   0.04235955
   0.646380   0.02131414
   0.646490   0.01099259
   0.646595   0.08542268
   0.646692   0.00999112
   0.647015   0.03189226
   0.647098   0.09146666
   0.647792   0.03457704
   0.649412   0.00454551
   0.649442   0.00616302
   0.649753   0.03332441
   0.649874   0.23351027
   0.649940   0.01022319
   0.650013   0.00729554
   0.650261   0.00834766
   0.650272   0.01293419
   0.650500   0.08827085
   0.651385   0.01492462
   0.651415   0.01461608
   0.652243   0.05554192
   0.653305   0.19854477
   0.654028   0.00595368
   0.654076   0.00979300
   0.654404   0.07829841
   0.654607   0.01594954
   0.655282   0.00498835
   0.655363   0.22322243
   0.655591   0.00658356
   0.655828   0.01512717
   0.656276   0.09216703
   0.656879   0.06478987
   0.657720   0.10507657
   0.657738   0.10279766
   0.657810   0.00653231
   0.658044   0.01474997
   0.658372   0.01667091
   0.658449   0.01273232
   0.659664   0.04218549
   0.660400   0.04738434
   0.660428   0.04771244
   0.662045   0.00484810
   0.662763   0.02757412
   0.663405   0.02398817
   0.663443   0.02229532
   0.665081   0.00754827
   0.666169   0.02219140
   0.666186   0.01348053
   0.666739   0.01352606
   0.666787   0.01163094
   0.669906   0.01103196
   0.669929   0.00795314
   0.669966   0.00849139
   0.670410   0.01002209
   0.670411   0.01005907
   0.670468   0.00865861
   0.670470   0.00872472
   0.670790   0.00424222
   0.671017   0.00621190
   0.671114   0.00235186
   0.671387   0.00765702
   0.671478   0.01679966
   0.671480   0.00908468
   0.671581   0.00295024
   0.671673   0.00853749
   0.671697   0.00233800
   0.671756   0.01860180
   0.671897   0.01018512
   0.672085   0.01377648
   0.672280   0.00394942
   0.672366   0.01048282
   0.672889   0.00649993
   0.673013   0.00814768
   0.673970   0.01707433
   0.674008   0.00709237
   0.674186   0.00732966
   0.674291   0.00712286
   0.674423   0.00894740
   0.674494   0.00783713
   0.674693   0.00607837
   0.676905   0.00332600
   0.678377   0.00670326
   0.678426   0.00697162
   0.678787   0.00839566
   0.678871   0.00801605
   0.680314   0.00513502
   0.681876   0.00846584
   0.682747   0.10283704
   0.682848   0.04701602
   0.682951   0.19608033
   0.682993   0.05048617
   0.683136   0.00749437
   0.683196   0.00861485
   0.683267   0.02911093
   0.683402   0.07954433
   0.683445   0.19671897
   0.683510   0.00980255
   0.683577   0.00717305
   0.683608   0.00749400
   0.683967   0.01229368
   0.684007   0.01769484
   0.684196   0.07388048
   0.685004   0.00942257
   0.685081   0.01482464
   0.686270   0.06878541
   0.686397   0.52416188
   0.686488   0.01253890
   0.686505   0.00860717
   0.686835   0.01204907
   0.686849   0.00886024
   0.687107   0.06640092
   0.687792   0.00636911
   0.687828   0.00513603
   0.688024   0.01018774
   0.688095   0.03367346
   0.688125   0.03302180
   0.688211   0.00721714
   0.688244   0.01115610
   0.688265   0.00805253
   0.688334   0.00602248
   0.688604   0.00831112
   0.688717   0.00751865
   0.688930   0.12094333
   0.689410   0.01270352
   0.689464   0.01130598
   0.690081   0.12628486
   0.690244   0.00958309
   0.690357   0.00740071
   0.690389   0.01117173
   0.691050   0.00635891
   0.691136   0.00448880
   0.691264   0.16065151
   0.692141   0.00910577
   0.692319   0.31053713
   0.692460   0.01188725
   0.692712   0.00455225
   0.692732   0.00709323
   0.692834   0.00673446
   0.692885   0.00548271
   0.692943   0.00627754
   0.693765   0.00798005
   0.693849   0.00683250
   0.693954   0.14246035
   0.694078   0.00996156
   0.694208   0.00829221
   0.694896   0.20403074
   0.694917   0.19161290
   0.695170   0.01803240
   0.695286   0.01097305
   0.695456   0.00235953
   0.695519   0.00984160
   0.695560   0.00792086
   0.695589   0.00414506
   0.695623   0.00914664
   0.695689   0.00824855
   0.695746   0.00829442
   0.695848   0.00565839
   0.695900   0.00690630
   0.695994   0.00382562
   0.696077   0.00868034
   0.696177   0.00668750
   0.696284   0.00719054
   0.696380   0.00588079
   0.696519   0.01110017
   0.696634   0.01828790
   0.696994   0.10537971
   0.697196   0.00510218
   0.697300   0.00643920
   0.697523   0.00780695
   0.697622   0.00811486
   0.697827   0.11142202
   0.697858   0.10546277
   0.697971   0.00675485
   0.698252   0.00766022
   0.698344   0.01068768
   0.698612   0.00823827
   0.698633   0.00498887
   0.698749   0.00668625
   0.698792   0.00688121
   0.698927   0.00755405
   0.699086   0.00488278
   0.699178   0.00720069
   0.699541   0.01167633
   0.699633   0.00729580
   0.699658   0.00783415
   0.699701   0.01065034
   0.699757   0.00789002
   0.699949   0.00813801
   0.700095   0.00610830
   0.700193   0.00840311
   0.700224   0.00945677
   0.700387   0.06377189
   0.700527   0.01284204
   0.701122   0.05458393
   0.701164   0.05317909
   0.702966   0.00888090
   0.704127   0.02398876
   0.704147   0.02277568
   0.704502   0.00956357
   0.704536   0.00779803
   0.704603   0.01073656
   0.704642   0.00770754
   0.704696   0.01816093
   0.704788   0.03747823
   0.704839   0.02997027
   0.704913   0.01219473
   0.704959   0.01439565
   0.705060   0.01219941
   0.705135   0.01480943
   0.705235   0.01252176
   0.705341   0.01314134
   0.705439   0.01004595
   0.705576   0.00952808
   0.705670   0.00572949
   0.705957   0.00828745
   0.706069   0.01129048
   0.706227   0.00898786
   0.706266   0.01120814
   0.706371   0.01450067
   0.706600   0.01452292
   0.706701   0.01751472
   0.706756   0.00961290
   0.706959   0.01572877
   0.707058   0.01804831
   0.707347   0.01483415
   0.707445   0.01636679
   0.707763   0.01272278
   0.707859   0.01530559
   0.708207   0.01373723
   0.708238   0.01481950
   0.708270   0.01552301
   0.708302   0.01069286
   0.708571   0.00557352
   0.708680   0.00915154
   0.708773   0.00968899
   0.708829   0.02046291
   0.708893   0.02185185
   0.708939   0.00692324
   0.708990   0.00785739
   0.709034   0.01324367
   0.709137   0.00613617
   0.709179   0.00959928
   0.709241   0.00512084
   0.709276   0.00801151
   0.709710   0.00720787
   0.709803   0.00433592
   0.710020   0.00738409
   0.710128   0.00596120
   0.710364   0.00724435
   0.710470   0.00681389
   0.710754   0.00845836
   0.710858   0.00838260
   0.711196   0.00895866
   0.711293   0.00559153
   0.711674   0.00795150
   0.711770   0.00650626
   0.712200   0.00479021
   0.712295   0.00681462
   0.712683   0.00665608
   0.712726   0.01343423
   0.712767   0.01209332
   0.712811   0.00747739
   0.712868   0.00473832
   0.712935   0.00841756
   0.713119   0.00638824
   0.713257   0.01844523
   0.713336   0.01522637
   0.714114   0.00746276
   0.714168   0.00796393
   0.714220   0.02119323
   0.714252   0.01141662
   0.714273   0.01168370
   0.714326   0.01943613
   0.714361   0.01948451
   0.714469   0.01014780
   0.714506   0.01417412
   0.714559   0.00257316
   0.714611   0.01255526
   0.714680   0.01396609
   0.714782   0.01224394
   0.714884   0.01255927
   0.714985   0.01286948
   0.715119   0.00842196
   0.715215   0.00929353
   0.715621   0.00974084
   0.715822   0.01006232
   0.715930   0.01259963
   0.716001   0.00616208
   0.716163   0.01330215
   0.716267   0.01583062
   0.716533   0.01557266
   0.716635   0.01719600
   0.716932   0.01470461
   0.717032   0.01673320
   0.717361   0.01207027
   0.717461   0.01404867
   0.717601   0.01292075
   0.717654   0.01182939
   0.717821   0.01090019
   0.717919   0.01191665
   0.718084   0.01731666
   0.718177   0.01188536
   0.718311   0.01001033
   0.718409   0.00909748
   0.718833   0.00650017
   0.718931   0.00895221
   0.719387   0.00317825
   0.719481   0.00743889
   0.719851   0.00722489
   0.719967   0.00856063
   0.719992   0.00316587
   0.720083   0.01106870
   0.720146   0.00785712
   0.720291   0.00670440
   0.720793   0.00932044
   0.722118   0.01043802
   0.722156   0.00610124
   0.722237   0.01278271
   0.722354   0.00555055
   0.722387   0.00667708
   0.722523   0.00944283
   0.722877   0.01436288
   0.722942   0.01370325
   0.723246   0.00918274
   0.723317   0.01665273
   0.723357   0.00766078
   0.723427   0.01554375
   0.723604   0.00509131
   0.723714   0.00910746
   0.723879   0.28285943
   0.724019   0.42672601
   0.724086   0.11020564
   0.724142   0.12956630
   0.724194   0.07331655
   0.724233   0.00850178
   0.724274   0.00966037
   0.724346   0.01091054
   0.724385   0.00798983
   0.724456   0.01210434
   0.724494   0.64797793
   0.724564   0.01615645
   0.724587   0.01697004
   0.724655   0.10775643
   0.724697   0.01237010
   0.724760   0.01200759
   0.724866   0.01128484
   0.724965   0.01467466
   0.725070   0.01344871
   0.725200   0.00949807
   0.725315   0.17285217
   0.725530   0.03020500
   0.725591   0.04494188
   0.725630   0.00555430
   0.725711   0.00808071
   0.725914   0.00860804
   0.726025   0.01299601
   0.726128   0.00649246
   0.726264   0.01224500
   0.726371   0.01460535
   0.726542   0.00477483
   0.726644   0.01234032
   0.726750   0.01427822
   0.726805   0.02097999
   0.726910   0.03229827
   0.727057   0.01368908
   0.727160   0.01352772
   0.727324   0.00438776
   0.727512   0.16050145
   0.727605   0.01678890
   0.727642   1.11479530
   0.727700   0.00948821
   0.727929   0.00814013
   0.727979   0.00920410
   0.728080   0.01031433
   0.728153   0.03537876
   0.728168   0.02435270
   0.728446   0.44352768
   0.728485   0.02112810
   0.728572   0.01503687
   0.728603   0.00964591
   0.728640   0.02558152
   0.728974   0.01842362
   0.729028   0.00476610
   0.729101   0.01454662
   0.729131   0.00605465
   0.729176   0.01040714
   0.729212   0.01695611
   0.729233   0.01193659
   0.729580   0.07479935
   0.729611   0.07405285
   0.730373   0.28403312
   0.730575   0.01356201
   0.730708   0.01335425
   0.730746   0.01176572
   0.731079   0.02822721
   0.731133   0.02596938
   0.731629   0.97380467
   0.732916   0.38666539
   0.732948   0.01231937
   0.733037   0.00908343
   0.733083   0.01859632
   0.733157   0.00730543
   0.733225   0.01134897
   0.733275   0.01003168
   0.734090   1.16837143
   0.734173   0.01198249
   0.734456   0.00634745
   0.734491   0.01991218
   0.734694   0.01490535
   0.734787   0.01201048
   0.735038   0.00547107
   0.735067   0.01876159
   0.735140   0.01324514
   0.735211   0.01727749
   0.735260   0.01372579
   0.735322   0.00848520
   0.735376   0.00708456
   0.735431   0.00790846
   0.735541   0.00635780
   0.735600   0.02571242
   0.735629   0.01241972
   0.735742   0.00533979
   0.735803   0.00793814
   0.735868   0.36322998
   0.736015   0.01499660
   0.736031   0.00707155
   0.736061   0.00802252
   0.736165   0.00817099
   0.736226   0.00678937
   0.736328   0.00945081
   0.736355   0.00949468
   0.736392   0.00654145
   0.736440   0.01227247
   0.736470   0.00755990
   0.736552   0.01086966
   0.736572   0.02101248
   0.736599   0.00585863
   0.736684   0.00768084
   0.736712   0.00754752
   0.736759   0.00880012
   0.736873   0.00974154
   0.736927   0.49809993
   0.736950   0.51489790
   0.737068   0.00751902
   0.737350   0.00644318
   0.737408   0.03025913
   0.737457   0.00969917
   0.737567   0.00699636
   0.737777   0.00771589
   0.737827   0.00904726
   0.737884   0.00811304
   0.737942   0.00781591
   0.738246   0.01368309
   0.738349   0.02247728
   0.738365   0.00727082
   0.738732   0.00946409
   0.738840   0.00961271
   0.739017   0.01899212
   0.739221   0.26685501
   0.739264   0.00999888
   0.739375   0.00898090
   0.739543   0.00944144
   0.739851   0.00943909
   0.739957   0.00550465
   0.740170   0.29288621
   0.740204   0.26563722
   0.741188   0.01480242
   0.741208   0.01253617
   0.741267   0.01224084
   0.741376   0.01105984
   0.741614   0.01404824
   0.741780   0.01252300
   0.742287   0.01476566
   0.742287   0.01493288
   0.742979   0.18539755
   0.742979   0.18819894
   0.743826   0.15894855
   0.743872   0.14662955
   0.743923   0.00939029
   0.743945   0.00881585
   0.744222   0.00647133
   0.744422   0.01040641
   0.744705   0.00992399
   0.745182   0.00897690
   0.745836   0.01545288
   0.746125   0.01512946
   0.746245   0.04318270
   0.746316   0.01074283
   0.746379   0.01119411
   0.746488   0.02337336
   0.746662   0.09842136
   0.746825   0.01331179
   0.746986   0.00757791
   0.747072   0.04584980
   0.747139   0.06528259
   0.747159   0.05990057
   0.747204   0.00789517
   0.747369   0.18196272
   0.747641   0.01373996
   0.747903   0.08261198
   0.747962   0.07943356
   0.748026   0.07360119
   0.748313   0.01264789
   0.748348   0.22345131
   0.748437   0.00999104
   0.748634   0.01111752
   0.748824   0.01700226
   0.749367   0.08839736
   0.749970   0.01484360
   0.750226   0.00811887
   0.751722   0.03904981
   0.751755   0.03493717
   0.752042   0.00671586
   0.752267   0.08261503
   0.752401   0.66965925
   0.752486   0.05085094
   0.752811   0.01116045
   0.752838   0.01494680
   0.753065   0.14404748
   0.753078   0.14310654
   0.753572   0.00693129
   0.753614   0.00976602
   0.753725   0.00988111
   0.753753   0.00902653
   0.754017   0.03407022
   0.754061   0.03243966
   0.754656   0.00937103
   0.754687   0.00856609
   0.755001   0.00988849
   0.755274   0.01235760
   0.755353   0.01108079
   0.755750   0.15581723
   0.755848   0.00953824
   0.755993   0.00877856
   0.756152   0.01027239
   0.756363   0.00929328
   0.756741   0.02814115
   0.756785   0.02537793
   0.757175   0.49589897
   0.757367   0.03834712
   0.757456   0.03397695
   0.758609   0.18526495
   0.759838   0.21234943
   0.760513   0.00988018
   0.760622   0.00879619
   0.760738   0.00450165
   0.760856   0.00992418
   0.760983   0.01998096
   0.761114   0.02276567
   0.761262   0.00726424
   0.761372   0.00479208
   0.761405   0.00960930
   0.761450   0.00892750
   0.761558   0.01127163
   0.761806   0.14959767
   0.761971   0.01028634
   0.762137   0.00665660
   0.762208   0.02464281
   0.762264   0.02073277
   0.762298   0.00726464
   0.762365   0.00710209
   0.762369   0.01113429
   0.762540   0.01564094
   0.762617   0.00603374
   0.762652   0.01234507
   0.762779   0.02013750
   0.762851   0.06686971
   0.762877   0.15243568
   0.763004   0.01187330
   0.763025   0.01008837
   0.763169   0.01259861
   0.763307   0.01337955
   0.763415   0.01403783
   0.763722   0.01147602
   0.763832   0.01041566
   0.763900   0.01045393
   0.763931   0.00797345
   0.764158   0.01102502
   0.764186   0.01205265
   0.764269   0.01253189
   0.764379   0.01437907
   0.764490   0.00989421
   0.764614   0.00838898
   0.764722   0.00781285
   0.764848   0.00641085
   0.764958   0.00748486
   0.765092   0.01239905
   0.765197   0.00885028
   0.765332   0.09192975
   0.765587   0.00684348
   0.765694   0.00863808
   0.765846   0.00592342
   0.766219   0.09422877
   0.766256   0.09405049
   0.767203   0.00906057
   0.767289   0.00937588
   0.768140   0.02133930
   0.768211   0.01855683
   0.768406   0.04037174
   0.768432   0.02033564
   0.768494   0.00963565
   0.768529   0.01621641
   0.768573   0.01619368
   0.768620   0.01092909
   0.768665   0.02739114
   0.768790   0.02973006
   0.768875   0.00852064
   0.768936   0.00943973
   0.768970   0.01561572
   0.769020   0.00841418
   0.769095   0.01287506
   0.769152   0.00965155
   0.769191   0.09138562
   0.769273   0.01204248
   0.769354   0.01289487
   0.769475   0.01181238
   0.769583   0.01511883
   0.769698   0.01740607
   0.769833   0.01460763
   0.769897   0.03148055
   0.769947   0.04598031
   0.769995   0.04051679
   0.770108   0.01162899
   0.770225   0.01030217
   0.770277   0.00679089
   0.770379   0.00715776
   0.770410   0.00892200
   0.771091   0.00903670
   0.771223   0.42907275
   0.771264   0.62538288
   0.771367   0.01433478
   0.771395   0.01440618
   0.771506   0.20386411
   0.771586   0.21582577
   0.771627   0.01148964
   0.771692   0.75808652
   0.771746   0.01671314
   0.771807   0.28208165
   0.772032   0.01382093
   0.772150   0.01562025
   0.772366   0.16423211
   0.772460   0.01314023
   0.772495   0.01216603
   0.772606   0.24326747
   0.772685   0.00815186
   0.772768   0.01168949
   0.772912   0.01149050
   0.773029   0.01955525
   0.773197   0.01080380
   0.773281   0.00905868
   0.773383   0.03775082
   0.773406   0.01712289
   0.773497   0.04143028
   0.773585   0.05607228
   0.773823   0.02528132
   0.773845   0.01133057
   0.773885   0.01152571
   0.774040   0.01998749
   0.774101   0.01849139
   0.774195   0.00786532
   0.774409   0.01147310
   0.774520   0.01157521
   0.774559   0.02034173
   0.774645   0.01673892
   0.774944   0.19952536
   0.775066   1.53684417
   0.775188   0.02095729
   0.775236   0.02346207
   0.775259   0.01870625
   0.775528   0.01003954
   0.775636   0.00966852
   0.775682   0.08247714
   0.775697   0.03440213
   0.776001   0.71217089
   0.776123   0.00915274
   0.776233   0.01193826
   0.776440   0.00882778
   0.776744   0.00984960
   0.776851   0.00910643
   0.776907   0.02515953
   0.776926   0.01716852
   0.777196   0.06635353
   0.777323   0.12522977
   0.777353   0.11784687
   0.777387   0.01021679
   0.777418   0.04353781
   0.777499   0.00804339
   0.777540   0.02944370
   0.777922   0.00982527
   0.777960   0.01561475
   0.778043   0.41147606
   0.778113   0.01195622
   0.778159   0.02641362
   0.778235   0.01253936
   0.778370   0.02034288
   0.778502   0.01752216
   0.778551   0.03057941
   0.778575   0.01417805
   0.778629   0.00357993
   0.778674   0.01479341
   0.778747   0.01764221
   0.778868   0.01566292
   0.778970   0.01614312
   0.779067   0.03724378
   0.779123   0.04149359
   0.779218   0.01626198
   0.779340   0.01714079
   0.779412   1.35370654
   0.779491   0.01838904
   0.779612   0.01087298
   0.779796   0.01170645
   0.779912   0.00528166
   0.779935   0.01488698
   0.779986   0.02109696
   0.780224   0.00875743
   0.780354   0.02201890
   0.780406   0.01319988
   0.780640   0.01203571
   0.780770   0.01943179
   0.780848   0.54800354
   0.781031   0.01482697
   0.781154   0.01856696
   0.781241   0.01596610
   0.781332   0.01393320
   0.781446   0.01597276
   0.781483   0.01780752
   0.781573   0.03540440
   0.781669   0.00971533
   0.781885   0.01827559
   0.781931   0.02757700
   0.782005   0.01906459
   0.782099   0.02077003
   0.782152   1.72125948
   0.782217   0.01436243
   0.782350   0.01463720
   0.782468   0.01672616
   0.782572   0.01245648
   0.782837   0.02012458
   0.782877   0.02877662
   0.782957   0.01596299
   0.783354   0.02619968
   0.783427   0.00948744
   0.783475   0.00925730
   0.783860   0.00714638
   0.783899   0.01005283
   0.784011   0.01438041
   0.784128   0.50751807
   0.784465   0.00822178
   0.784581   0.00787912
   0.784916   0.05147068
   0.784974   0.13804725
   0.785054   0.03971255
   0.785199   0.02491285
   0.785233   0.07341511
   0.785326   0.73149135
   0.785352   0.99509162
   0.785439   0.01592939
   0.785571   0.00969591
   0.785800   0.14768837
   0.785828   0.03264079
   0.786066   0.59187466
   0.786774   0.24267288
   0.786810   0.02352452
   0.787074   0.69354148
   0.787342   0.01836221
   0.787825   0.04106645
   0.787879   0.37693013
   0.788100   0.01732051
   0.788168   0.28863428
   0.788309   0.02146284
   0.788441   0.01246735
   0.788473   0.01988652
   0.788560   0.01165974
   0.788601   0.02082913
   0.788663   0.02789695
   0.788792   0.02243658
   0.788882   0.02797168
   0.788968   0.38629182
   0.789055   0.01337285
   0.789129   0.02747200
   0.789254   0.02328633
   0.789304   0.01061639
   0.789354   0.01764148
   0.789403   0.02524347
   0.789532   0.03675339
   0.789707   0.01739963
   0.789793   0.01381474
   0.789826   0.01151033
   0.789862   0.03382656
   0.790270   0.03403060
   0.790326   0.01710068
   0.790563   0.01853074
   0.790695   0.02830053
   0.790964   0.02830498
   0.791091   0.03125341
   0.791226   0.22650994
   0.791372   2.01409124
   0.791513   0.03621744
   0.791847   0.07645541
   0.791964   0.03702780
   0.792111   0.89731707
   0.792320   0.02452444
   0.792442   0.02719619
   0.792826   0.03371244
   0.792852   0.01925351
   0.792948   0.02191005
   0.793089   0.23116719
   0.793144   0.32850934
   0.793201   0.10164156
   0.793326   0.01602274
   0.793358   0.02638952
   0.793482   0.01534843
   0.793523   0.00977172
   0.793765   0.00916645
   0.793836   0.00995374
   0.793869   0.00575240
   0.793925   0.01178085
   0.794043   0.01225961
   0.794171   0.01262892
   0.794207   0.01982396
   0.794227   0.00979834
   0.794287   0.00862700
   0.794326   0.01724961
   0.794401   0.01219980
   0.794445   0.01008493
   0.794539   0.03100911
   0.794622   0.03351094
   0.794921   0.48971203
   0.795243   0.02583951
   0.796265   0.01197569
   0.796394   0.01297614
   0.796465   1.65742189
   0.796806   0.08652863
   0.796825   0.07562999
   0.796947   0.00998283
   0.797087   0.00793241
   0.797254   0.00686316
   0.797306   0.00912651
   0.797337   0.01321415
   0.797557   0.01049866
   0.797700   0.11635903
   0.797767   0.11200969
   0.797977   0.57670398
   0.798609   0.01241974
   0.798699   0.01848028
   0.798749   0.02373718
   0.798828   0.01699784
   0.798970   0.02550473
   0.799112   0.01338780
   0.799161   0.01897274
   0.799333   1.74574716
   0.799403   0.03982374
   0.799504   0.02023858
   0.799617   0.01965063
   0.799745   0.01557404
   0.799811   0.02638164
   0.799892   0.02135211
   0.800016   0.01477998
   0.800189   0.01952306
   0.800235   0.00982285
   0.800318   0.01293276
   0.800421   0.00747005
   0.800507   0.00864996
   0.800570   0.01069622
   0.800824   0.01245037
   0.801065   0.01377586
   0.801200   0.01653411
   0.801407   0.45718944
   0.801475   0.02703479
   0.801605   0.02393243
   0.801911   0.02205590
   0.802004   0.04144871
   0.802039   0.05895324
   0.802377   0.02172926
   0.802505   0.02670890
   0.802568   0.68394771
   0.802596   0.65839295
   0.802820   0.06405530
   0.802903   0.06704834
   0.802997   0.01616575
   0.803177   0.04721902
   0.803398   0.01482389
   0.803489   0.00916210
   0.803523   0.01567452
   0.803613   0.01120236
   0.803954   0.01276276
   0.804077   0.01439349
   0.804120   0.01111518
   0.804165   0.00741314
   0.804248   0.01045762
   0.804537   0.01088547
   0.804659   0.00944642
   0.804990   0.02815944
   0.805011   0.02685563
   0.805203   0.30215901
   0.805542   0.01009205
   0.805661   0.00318230
   0.805710   0.00788499
   0.805917   0.01277689
   0.806199   0.31211585
   0.806239   0.29984083
   0.806375   0.01021328
   0.806608   0.01444095
   0.806761   0.01124857
   0.807441   0.01536959
   0.807470   0.01536826
   0.807715   0.02437872
   0.807762   0.02257200
